Company Name,Website URL,Founders,Founder Emails,Pages Crawled,Confidence Score,Data Found
lu.ma,https://lu.ma/b7if02eq,,,0,0.00,❌
events.bloomberglive.com,https://events.bloomberglive.com/the-future-investor-atlanta-2024/agenda/speakers/3273298,,,0,0.00,❌
startupbootcamp.org,https://www.startupbootcamp.org/inclusive-fintech-and-defi-2024/simpla-ai,,,0,0.00,❌
vic.ai,https://www.vic.ai/about-us,,,0,0.00,❌
thefinancialtechnologyreport.com,https://thefinancialtechnologyreport.com/the-top-50-financial-technology-ceos-of-2024/,,,0,0.00,❌
joinai.la,https://www.joinai.la/events/la-founders-investors,,,0,0.00,❌
primary.vc,https://www.primary.vc/firstedition/posts/nyc-fintech-founders-driving-the-future-of-finance/,,,0,0.00,❌
insart.com,https://www.insart.com/signals/insart-fintech-startups-demo-day-virtual-showcase-for-investor?hs_amp=true,,,0,0.00,❌
